O título de página solicitado contém carateres inválidos.|sample-0.wav
O academicismo ou academismo designam, originalmente, o método de ensino artístico profissionalizante concebido, formalizado e ministrado pelas academias de arte europeias.|sample-1.wav
Esse método estendeu sua influência sobre todo o mundo ocidental ao longo de vários séculos, desde sua origem na Itália em meados do século dezesseis, e teve um impacto em várias sociedades não ocidentais por conta das conquistas do colonialismo.|sample-2.wav
No entanto, os termos não têm uma aplicação consistente entre a crítica especializada, e às vezes ele foi ampliado, e às vezes limitado ou transposto para outras áreas.|sample-3.wav
O sucesso da proposta francesa a tornou um modelo para a fundação de inúmeras outras escolas de arte de nível superior em vários países, de grande importância para a evolução das correntes barroca, neoclássica e parte da romântica.|sample-5.wav
Outros escritores preferem empregá-los para descrever um estilo particular, nascido nos círculos das academias ou por sua influência, também denominado arte acadêmica ou estilo acadêmico.|sample-6.wav
 Finalmente, para muitos autores, se referem especialmente à arte produzida no âmbito das academias que funcionaram no século dezenove.|sample-7.wav
 Apesar de serem termos aplicáveis com toda a propriedade a qualquer das artes, a grande maioria dos pesquisadores tem voltado sua atenção principalmente aos efeitos do modelo acadêmico sobre as artes visuais, e dentre elas, a pintura.|sample-8.wav
As academias nasceram para suplantar o sistema corporativo e artesanal das guildas medievais de artistas, e tinham como pressuposto básico a ideia de que a arte pode ser ensinada através da sua sistematização em um corpo de teoria e prática integralmente comunicável, minimizando a importância da criatividade como uma contribuição toda original e individual.|sample-9.wav
 Valorizavam antes a emulação de mestres consagrados, venerando a tradição clássica, e adotavam conceitos formulados coletivamente que possuíam, além de um caráter estético, também uma origem e propósito éticos.|sample-10.wav
As academias foram importantes para a elevação do status profissional dos artistas, afastando-os dos artesãos e aproximando-os dos intelectuais.|sample-11.wav
Também tiveram um papel fundamental na organização de todo o sistema de arte enquanto funcionaram, pois além do ensino monopolizaram a ideologia cultural, o gosto, a crítica, o mercado e as vias de exibição e difusão da produção artística, e estimularam a formação de coleções didáticas que acabaram por ser a origem de muitos museus de arte.|sample-12.wav
Esta vasta influência se deveu principalmente à sua estreita associação com o poder constituído dos Estados, sendo via de regra veículos para a divulgação e consagração de ideários não apenas artísticos, mas também políticos e sociais.|sample-13.wav
 Por isso, desde sua origem, de parte de grupos de artistas que permaneciam à margem dos reduzidos círculos acadêmicos, foram cercadas de protestos e controvérsias a respeito do que seria uma arte oficial, e suas regulamentações restritivas e universalistas são consideradas um reflexo do absolutismo.|sample-14.wav
No início do século vinte o antigo método acadêmico entrou em colapso com a ascensão do modernismo, que combateu todas as formas de tradição artística e privilegiou a intuição, a independência criativa e a expressão pessoal liberta de regras apriorísticas.|sample-15.wav
Entretanto, mesmo através do modernismo, diversos princípios do antigo academicismo enquanto método de ensino sobreviveram em iniciativas como a da Maria e outras escolas de arte, e como elemento estilístico pode ser detectado até mesmo em produções paradigmáticas da modernidade, como na intelectualização formalista do cubismo e no uso de símbolos e alegorias pelo surrealistas.|sample-16.wav
A arte acadêmica mais antiga conseguiu sobreviver ao modernismo como um monumento de eras passadas, mas a produzida na segunda metade do século dezenove, a da geração que conviveu com os precursores modernistas, somente em torno da década de mil, novecentos e setenta iniciou a ser recuperada pela crítica.|sample-17.wav
"Atualmente os seus produtos já são exibidos em vários museus em pé de igualdade com os de escolas mais prestigiadas e seus preços de mercado se elevam, mas o termo ""academicismo"" ficou impregnado como uma conotação pejorativa e ainda é usado na linguagem corrente para indicar tendências retrógrafas, retóricas, artificiais, tecnicistas, ortodoxas, tradicionalistas ou conservadoras."|sample-18.wav
 Porém, outros estimadores são melhores em outros aspectos, por exemplo o estimador com a correção.|sample-19.wav
A violência também tem seu custo econômico.|sample-20.wav
A cena se repetiu com todos os chefes da SA, um apenas, o silesiano Edmund Heines, foi encontrado na cama com um jovem, também a serviço da SA.|sample-21.wav
 Ela não conhecia MacFarlane ou tinha visto qualquer um dos seus trabalhos e disse que estava realmente perdida.|sample-22.wav
Desse modo, existem os dogmas, que são as verdades de fé infalíveis e imutáveis que constituem a base da doutrina católica.|sample-23.wav
Cada unidade é dirigida por um diretor da faculdade, o equivalente a um reitor, eleito pelo corpo docente e por representantes dos estudantes.|sample-24.wav
 Já a operação comercial se iniciou no dia um de outubro de dois mil e quatorze, com cobranças de passagens, esta ficou fixada no mesmo valor vigente no Sistema Integrado de Transportes de Fortaleza, sendo naquela época dois reais e quarenta centavos.|sample-25.wav
 A transformação de Lester transmite que ele, e não a mulher, tem suportado o peso da culpa, e ele não vai ficar para ser castrado.|sample-26.wav
 Embora o relato de Beda coloque as marcas do milagroso açoite de Lourenço como sendo a causa do batismo de Rainundo, ele ignora completamente os problemas políticos e diplomáticos que o novo rei enfrentava.|sample-27.wav
